Rarity,Name,Description
Rare,"Whirling Flames","Requires  Whirlwind  Teaches you: Whirling Flames    Whirling Flames 10 sec cooldown 25 Rage In a whirlwind of steel you attack up to 4 enemies within 8 yards, causing 65% weapon damage as Firestrike damage from both melee weapons to each enemy.    This uses Whirlwind modifiers."
Rare,"Whirling Ice","Requires  Whirlwind  Teaches you: Whirling Ice    Whirling Ice 10 sec cooldown 25 Rage In a whirlwind of steel you attack up to 4 enemies within 8 yards, causing 65% weapon damage as Froststrike damage from both melee weapons to each enemy.    This uses Whirlwind modifiers."
Rare,"Whirling Light","Requires  Whirlwind  Teaches you: Whirling Light    Whirling Light 10 sec cooldown 25 Rage In a whirlwind of steel you attack up to 4 enemies within 8 yards, causing 65% weapon damage as Holystrike damage from both melee weapons to each enemy.    This uses Whirlwind modifiers."
Rare,"Whirling Shadows","Requires  Whirlwind  Teaches you: Whirling Shadows    Whirling Shadows 10 sec cooldown 25 Rage In a whirlwind of steel you attack up to 4 enemies within 8 yards, causing 65% weapon damage as Shadowstrike damage from both melee weapons to each enemy.    This uses Whirlwind modifiers."
Rare,"Whirling Storm","Requires  Whirlwind  Teaches you: Whirling Storm    Whirling Storm 10 sec cooldown 25 Rage In a whirlwind of steel you attack up to 4 enemies within 8 yards, causing 65% weapon damage as Stormstrike damage from both melee weapons to each enemy.    This uses Whirlwind modifiers."
Rare,"Winds of Winter","Requires  Cone of Cold (Rank 1)  Teaches you: Winds of Winter    Winds of Winter 5 sec cooldown 20 Mana Finishing move that deals Frost damage per combo point to enemies in a cone in front of the caster:     1 point  : 36-57 damage     2 points: 70-91 damage     3 points: 104-125 damage     4 points: 138-159 damage     5 points: 173-194 damage    This uses Cone of Cold modifiers."
Rare,"Winterfall Firebreath","Requires  Cone of Cold (Rank 1)  Teaches you: Winterfall Firebreath    Winterfall Firebreath 10 sec cooldown 20 Mana Targets in a cone in front of the caster take 80 to 88 Fire damage and an additional 6 Fire damage every 2 seconds for 6 sec. Enemies hit are slowed by 30%.     This uses Cone of Cold modifiers.  This ability can be used while shapeshifted."
Rare,"Worgen Form","Requires  Cat Form (Shapeshift)  Teaches you: Worgen Form    Worgen Form 28 Mana Transform into a Worgen, increasing melee attack power by 1 plus 25% of Agility, allowing the use of Cat Form and Shadow Priest abilities.     Grants Shadow Word: Pain, Devouring Plague, and Vampiric Touch the ability to benefit from haste.    Direct Shadow damage reduces the cooldown of Goldrinn's Fury by 2 seconds."
Rare,"Wraith","Requires  Haunt (Rank 1)  Teaches you: Wraith    Wraith 30 yd range 8 sec cooldown 40 Energy Finishing move that haunts your target, dealing damage and increasing the damage of your Physical damage-over-time effects against it.   When Wraith ends or is dispelled, it heals you for 100% of the direct damage done.    1 point : 111 Physical damage; 2% increase for 12 sec    2 points: 191 Physical damage; 4% increase for 12 sec    3 points: 270 Physical damage; 6% increase for 12 sec    4 points: 350 Physical damage; 8% increase for 12 sec    5 points: 430 Physical damage; 10% increase for 12 sec    This uses Haunt modifiers."
Rare,"Wyrm Bite","Requires  Mongoose Bite (Rank 1)  Teaches you: Wyrm Bite    Wyrm Bite 5 sec cooldown 2 Mana Attack the enemy for 11 Spellstrike damage.    This uses Mongoose Bite modifiers."
Rare,"Zandalari Glaive","Requires  Glaive Toss (Rank 1)  Teaches you: Zandalari Glaive    Zandalari Glaive 35 yd range 20 sec cooldown 13 Mana Hurl two glaives toward the target, each dealing 120% melee weapon damage.    This uses Glaive Toss modifiers and shares a cooldown with Glaive Toss."
Rare,"Zulian Guardian","Requires  Feral Spirit  This uses Feral Spirit modifiers.  Teaches you: Zulian Guardian    Zulian Guardian 30 yd range 3 min cooldown 9 Mana Summons two prowling Zulian Guardians for 20 sec.    This ability is usable while shapeshifted.    This uses Feral Spirits modifiers."
Uncommon,"Abjurer's Ward: Arcane","Absorbing damage with a Ward spell now reduces the cooldown of Presence of Mind by 10 seconds."
Uncommon,"Abjurer's Ward: Fire","Absorbing damage with a Ward spell now reduces the cooldown of your Combustion by 10 seconds."
Uncommon,"Abjurer's Ward: Frost","Absorbing damage with a Ward spell now reduces the cooldown of Cold Snap by 10 seconds."
Uncommon,"Adrenaline Junkie","Your finishing moves have a 4% chance per combo point to reduce the cooldown of Adrenaline Rush by 6 seconds."
Uncommon,"Aegis","Each time a melee attack strikes you, you have a chance to gain 6 armor for 10 sec."
Uncommon,"Against All Odds","Killing an enemy that yields experience or honor while below 20% health instantly heals you for 10% of your health.    This effect can only occur once every 10 sec."
Uncommon,"Agile Coordination","Your finishing moves have a 5% chance per combo point to grant your Tamed Pet Agile Coordination.    Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin or Tether Elemental, and Tame Beast.    Agile Coordination Increases your Tamed Pet's attack power by 15% of your Agility for 8 sec."
Uncommon,"Aligned with Time","Time-Bind now increases the healing your ally receives from your Align by 15%."
Uncommon,"Ambidextrous","Your Single-Minded Fury off-hand attacks trigger an instant attack with your main-hand weapon and grant you Dominant.    Dominant Increases your attack power by 10% for 9 sec.  This effect can only occur once every 16 sec and Dominant cannot be active at the same time as Southpaw."
Uncommon,"Arcane Aiming","When Clearcasting is consumed, you gain Arcane Aiming.  Does not trigger from Elemental Clearcasting consumption.   Arcane Aiming Your next 3 Hunter Shots deal 11 additional Arcane damage and restore 6% of your total mana. Lasts 10 sec."
Uncommon,"Armor of Wrath","Casting Hammer of Wrath now reduces your damage taken by 12% for 6 sec.    This effect can only occur once every 12 sec."
Uncommon,"Bane of the Wicked","Hammer of the Righteous now applies Bane of the Wicked to enemies hit.    Bane of the Wicked Increases Holy damage taken from you by 4% for 15 sec. Stacking up to 5.    The duration of Bane of the Wicked cannot be refreshed."
Uncommon,"Black Ice Arsenal","Dealing damage with Howling Blast, Icy Touch, and Frost Strike applies Black Ice.      Black Ice Increases damage taken from the caster's next Frostbolt and Frostfire Bolt by 20%. Stacks up to 3. Lasts for 12 sec."
Uncommon,"Blind Rage","You now generate 10 rage after each missed attack."
Uncommon,"Blood Drinker","Your Bloodthirst now consumes Taste for Blood to heal you for 4."
Uncommon,"Blood Hunting","Critical strikes with Hunter abilities against targets afflicted by your Piercing Shots randomly reduce the cooldown of either: - Kill Command by 3 sec - Frenzy Shot by 3 sec - Bestial Wrath by 7 sec  Abilities you do not currently have learned can still be randomly selected for the cooldown reduction."
Uncommon,"Blood Venom","Bloodthirst makes your Envenom preserve 2 combo points.    Envenom used this way increases the damage done by Warrior abilities by 20% for 8 seconds."
Uncommon,"Bloodletter's Rhythm","Blood Strike grants Bloodletter's Rhythm.      Bloodletter's Rhythm At 3 stacks, your next Heart Strike, Rune Strike, or Death Strike costs no resource. Lasts 15 sec."
Uncommon,"Bloody Resets","Hemorrhage and Ghostly Strike can now trigger your Sword and Board talent."
Uncommon,"Blooming Power","Casting Swiftmend increases your next Regrowth's chance to critically heal by 100%.    Requires  Nature's Grace (Rank 3)  Swiftmend now grants you Nature's Grace.    Nature's Grace Increases your haste by 20% for 4 sec."
Uncommon,"Borrowing Time","Requires  Borrowed Time (Rank 5)  Casting Align, Renew and Synchronize now grants you Borrowed Time.    Borrowed Time Grants spell haste for your next spell after casting Power Word: Shield.  This effect is not consumed by instant-cast spells."
Uncommon,"By Fire Be Purged","Fire Nova now purges a beneficial spell effect from damaged targets.    This effect can only occur once every 15 seconds."
Uncommon,"Calculated Ambush","Increases the critical strike chance of your Ambush ability by 6% and the damage by 3%."
Uncommon,"Charged Thunder","Stormstrike now refunds all charges of your Lightning Shield."
Uncommon,"Cold Seeking Missiles","Dealing damage with Frostbolt increases the damage the target takes from your Arcane Missiles by 10%."
Uncommon,"Consumed By Shadows","Requires  Shadowform    After exiting Stealth you will enter Shadowform."
Uncommon,"Corrupted Shiv","Dealing damage with Shiv now applies Corruption and refreshes Shadow Word: Pain."
Uncommon,"Courage of Elune","Your Maul, Swipe, and Mangle (Bear) have a chance to grant party members 2% Strength for 10 sec. Does not stack with other similar effects."
Uncommon,"Crimson Ward","Rune Strike hits reduce the remaining cooldown of Vampiric Blood by 2 sec.    Parrying attacks also reduces the remaining cooldown of Vampiric Blood by 2 sec. This effect can only occur once every 5 sec."
Uncommon,"Dancer in the Dark","While in Stealth, Shadow Dance cooldown recovery is doubled."
Uncommon,"Darting Shadows","Increases your movement speed by 70% for 4 sec after using Vanish."
Uncommon,"Defile the Grove","Your Druid periodic damage deals 8% increased damage to targets standing in your Death and Decay."
Uncommon,"Demonic Deception","Reduces threat causes by your summoned demon by 30%. This enchant does not stack with similar effects."
Uncommon,"Disciple of Rexxar","Increases the duration of your Bestial Wrath and The Beast Within by 1 seconds."
Uncommon,"Divine Efficiency","The mana cost of Greater Heal is reduced by 10%."
Uncommon,"Druid of the Flame","Your Claw, Mangle, Shred and Ravage deal 10% increased damage against targets affected by your Ignite."
Uncommon,"Elemental Boon","Your Lightning Bolt, Chain Lightning and Lava Burst spells have a chance to grant your party 3% spell haste for 8 sec. This enchant does not stack with similar effects."
Uncommon,"Elune's Blessing","Healing with a Druid Nature periodic effect grants you Elune's Blessing, increasing the critical strike chance of your Nature spells by 2% for 10 seconds."
Uncommon,"Eternal Water","Increases the duration of your Summon Water Elemental by 30 seconds."
Uncommon,"Exploit Weakness","Your Steady Shot has a 50% chance to increase the damage of your next Mongoose Bite or Counterattack by 50% and reduce their mana cost by 100%."
Uncommon,"Explosive Retribution","Requires  Firestarter (Rank 2)  Your Judgements now grant you Firestarter.    Firestarter Your next Flamestrike is instant, costs no mana, and deals 30% more direct damage."
Uncommon,"Faithful Light","Healing your Beacon of Light target with direct Holy heals now extends its duration by 30 seconds and applies Faithful Light.    Faithful Light Reduces physical damage taken by 10% for 15 sec."
Uncommon,"Felstorm","Using melee abilities now reduces the cooldown of Chaos Bolt by 3 seconds."
Uncommon,"Field Surgeon","Increases healing by 3%. Effective direct heals grant Field Surgeon to you and allies within 8 yards.      Field Surgeon Increases the healing received from your Field Surgery by 20%. Stacks up to 10 times and lasts 8 sec."
Uncommon,"Fiery Escape","Firestarter increases your movement speed by 30% while active. Its duration is reduced by 50%."
Uncommon,"Flamekeeper","Melee critical strikes now refresh the duration of your Fireball and Pyroblast effects on the target."
Uncommon,"Focused Prayer","When Prayer of Mending now jumps 2 additional times."
Uncommon,"Fragmented Glacier","Increases damage of your Mage Arcane and Fire spells while under the effect of Fingers of Frost by 20%."
Uncommon,"Freedom by Death","Taking damage from your own Shadow Word: Death while crowd-controlled increases your damage and healing by 20% for 6 sec.    The cooldown of Shadow Word: Death is reduced by 2 seconds."
Uncommon,"Frenzyheart Fury","Upon killing a creature that grants you experience, you grow furious, increasing your chance to critically strike for the next 10 seconds.  This enchant does not stack with similar effects."
Uncommon,"Frozen Grave","Your Shadow spells against targets affected by your Frost Fever extend Frost Fever by 2 sec, up to 6 sec beyond its normal maximum and grant Frozen Grave.      Frozen Grave Increases the damage of your next Howling Blast or Icy Touch by 15%. Stacks up to 5. Lasts 12 seconds."
Uncommon,"Glyph of Adrenaline Rush","Increases the duration of Adrenaline Rush by 5 sec."
Uncommon,"Glyph of Aimed Shot","Reduces the cooldown of your Aimed Shot ability by 2 sec."
Uncommon,"Glyph of Ambush","Increases the range on Ambush by 5 yards."
Uncommon,"Glyph of Anti-Magic Shell","Increases the duration of your Anti-Magic Shell by 2 sec."
Uncommon,"Glyph of Arcane Barrage","Arcane Barrage now restores 5% of your missing mana."
Uncommon,"Glyph of Arcane Blast","Each stack of the Arcane Blast buff reduces the cast time of Arcane Blast by 5%."
Uncommon,"Glyph of Arcane Explosion","Reduces mana cost of Arcane Explosion by 10%."
Uncommon,"Glyph of Arcane Missiles","Increases the critical strike damage bonus of Arcane Missiles and Arcane Barrage by 25%."
Uncommon,"Glyph of Arcane Power","Increases the duration of Arcane Power by 3 sec."
Uncommon,"Glyph of Arcane Shot","Your Arcane Shot refunds 20% of its mana cost if the target has one of your Stings active on it."
